STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,INDICATOR_TYPE,Indicator type,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,10456269,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,4601069,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,10179354,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,9133906,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,9183514,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,51000000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,50110885,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,9489107,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,50345142,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,2511851,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,2491819,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,5849484,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,5809412,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,2552654,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,5881037,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,1958078,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,1898112,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,5746001,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,1959172,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,5554870,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,21810000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,21700000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,7818000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,7800000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,22218000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,7836000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,26634056,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,26443954,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,120288587,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,119873314,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,26147209,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,121275879,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,758000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,749000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,255300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,775000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,252800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,3761077,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,3617999,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,798106,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,801133,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,3593287,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,798115,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,488765,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,488603,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,2279985,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,2222363,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,489283,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,2273146,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,23847678,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,23537333,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,62937439,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,62248223,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,24098164,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,KOR,Korea,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,63028009,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,50273192,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,46014219,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,249288498,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,245489903,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,50785202,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,JPN,Japan,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,253066662,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,56732012,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,56624598,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,18972805,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,18950034,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,58574776,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ITA,Italy,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,18945273,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,2669000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,2650475,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,13976000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,13758317,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,2724663,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISR,Israel,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,14193321,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,1620723,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,1611509,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,6140280,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,1657455,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,IRL,Ireland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,6042767,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,141474,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,142334,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,483485,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,145042,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ISL,Iceland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,490022,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,3497193,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,3473439,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q2,,8412549,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,8350282,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,HUN,Hungary,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2023-Q4,,3552969,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,OECD,OECD,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,484001601,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CHE,Switzerland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,4140092,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SWE,Sweden,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,4258836,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,ESP,Spain,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,52700116,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,4895259,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,SB,Subscriptions,2022-Q4,,9833783,,A,Normal value,0,Units,0,Zero
