STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,INDICATOR_TYPE,Indicator type,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,103.335,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,101.515,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,47,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,105.65,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FRA,France,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,46.922,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,160.878,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,159.978,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,35.485,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,159.943,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,FIN,Finland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,34.929,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,191.529,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,204.088,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,38.855,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,37.1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,175.893,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,EST,Estonia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,37.785,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,145.816,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,141.775,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,44.036,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,145.761,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,DNK,Denmark,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,44.812,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,38.212,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,37.632,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,107.215,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,38.194,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CZE,Czechia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,103.862,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,96.344,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,95.982,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,21.878,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,98.62,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,CRI,Costa Rica,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,21.768,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,81.051,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,78.251,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,COL,Colombia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,17.568,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,98.369,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,33.849,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVN,Slovenia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,97.993,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,91.689,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,89.183,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,34.364,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,33.901,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,94.41,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,SVK,Slovak Republic,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,33.101,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,43.983,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,43.429,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,98.838,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,95.483,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,44.593,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,PRT,Portugal,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,101.34,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,134.824,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,132.474,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,25.171,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,133.549,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,POL,Poland,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,24.147,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,46.03,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,45.663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,106.118,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,46.06,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NOR,Norway,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,107.192,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,108.029,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,103.016,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,38.08,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,36.914,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,109.385,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NZL,New Zealand,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,37.296,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,123.213,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,122.592,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,43.828,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,124.269,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,NLD,Netherlands,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,44.167,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,93.55,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,93.227,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,20.219,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,93.781,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,MEX,Mexico,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,20.714,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,115.725,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,114.351,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,38.595,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,38.229,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,116.018,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LUX,Luxembourg,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,38.219,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,132.806,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,127.754,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,27.79,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,125.114,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LTU,Lithuania,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,28.182,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,120.89,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2022-Q4,,117.835,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,25.998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,MBB,Mobile broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q4,,120.784,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(1.0),Broadband and telecom databases,I,LVA,Latvia,Q,Quarterly,FBB,Fixed broadband,ALL,All subscriptions,100HB,Per 100 inhabitants,2023-Q2,,25.915,,A,Normal value,0,Units,2,Two
